dam_id,dam_num,name,area_m2,upper_total_pop,est_total_pop,pop_avrg_svi
182,UT00260,ROLFSON,13297503.5679589,8667,28.87919101492582,0.5362029836171589
163,UT00469,UTAH CO - AMERICAN FORK DEBRIS,13203865.8407521,68119,17345.03328324431,0.4029115450036256
58,UT00129,GUNLOCK,13105943.1977006,42045,4776.682005429999,0.4663905354539919
87,UT00298,THREE CREEKS - BEAVER,12533272.1671697,7102,23.379323245155156,0.5282625489476133
159,UT00584,NORTH UTAH CO - GROVE CREEK,12424421.1276193,39502,11806.551136958982,0.40168544346508456
66,UT00210,MILLER FLAT,12377766.7872947,4082,24.34511123516627,0.5097
80,UT00380,LOGAN FIRST DAM,12303980.3241938,34454,7413.600517297616,0.5162236183938212
35,UT00138,NINEMILE,11968090.871948,10070,66.523899181557,0.709075156513266
160,UT00299,NORTH UTAH CO - TIBBLE FORK,11951500.2845743,75225,12372.750887959228,0.3514190371688099
141,UT00119,PALISADES LAKE,11944644.216168,10070,62.58225782593803,0.6875876713695436
30,UT00304,TWIN LAKES (SALT LAKE),11868545.3713246,73413,13843.230720225542,0.5343228387093472
128,UT00172,LAKE MARY-PHOEBE,11821182.9654909,77338,13822.596171489273,0.5370045502210927
84,UT00161,KENTS LAKE #1,11063250.8725858,7102,19.308590632078175,0.5219403885964861
205,UT00429,JOYCE,10712334.9728998,4841,34.54387376396037,0.4956573728073537
79,UT00052,BOYER LAKE,10616434.1758184,4841,34.222175099768776,0.49542760481352277
81,UT00830,CEDAR CITY - FIDDLER CANYON #2,10120111.3712461,25608,1455.9824227636295,0.6292845372797492
65,UT00039,KENNECOTT MINE BINGHAM CREEK,9808162.33778089,61804,15435.824900636024,0.39376740149402156
37,UT00644,COTTONWOOD WASH DETENTION BASIN,9503610.13256378,11878,680.83092679497,0.7114901749296265
46,UT00353,BROUGH,9471695.72154864,15841,20.8244251116861,0.6089966355277959
131,UT00090,SALT LAKE CO - BIG COTTONWOOD (SPENCER'S),9416327.65151028,70809,16061.30134963807,0.5557125726833139
161,UT00524,PROVO - ROCK CANYON,9224378.80024628,57229,17600.297744840464,0.5068471172695929
225,UT53352,M&S DAM,9185200.47544466,5404,6.619521907153374,0.7946
229,UT00516,RANCHERS EXPLORATION TAILINGS,9093174.08244332,5507,11.696589167714638,0.4412
24,UT00255,RED CREEK (IRON),8561981.38498396,4371,16.50450457843079,0.7691
54,UT00330,WITT LAKE,8560274.51081893,22601,3065.4898800738943,0.3545768877863024
167,UT00064,CENTER CREEK #1,8226294.26829515,25183,2088.074546960851,0.32597499795117885
169,UT00066,CENTER CREEK #3,8138995.36075312,25183,2087.9386956032345,0.3259823616621692
168,UT00065,CENTER CREEK #2,8079804.86887146,25183,2087.846585570921,0.3259873549557676
85,UT00162,KENTS LAKE #2,7829290.18451281,7102,15.423762867017675,0.5331423465691306
164,UT00613,UTAH CO - HOBBLE CREEK,7748588.05521471,46470,11683.77655352081,0.48905112029869613
226,UT00409,JORDAN VALLEY WATER PURIFICATION UPPER,7442457.38080202,47629,4417.886501542713,0.09034863910650025
175,UT00680,CITY CREEK DEBRIS BASIN - ST GEORGE,7352593.68010149,52898,8037.046505208428,0.5928961105955395
165,UT00387,UTAH CO - SANTAQUIN DEBRIS,7295222.53031913,21490,5398.503032588973,0.2489908392044767
73,UT00393,KEN'S LAKE,7209792.93200672,13535,238.01488804565375,0.534312808437354
111,UT00233,OAK CREEK (UPPER BOWNS),7169511.13336131,2728,1.7151208335902073,0.5075
176,UT50414,SAND HOLLOW NORTH,6818361.40064742,12624,232.64917172486415,0.39683357643034073
142,UT00627,DAIRY CANYON DETENTION BASIN,6755391.59315859,9078,449.96953205447335,0.6966874711841892
41,UT00257,REX,6612710.48474418,7381,16.299185255557795,0.32287338902148066
63,UT00396,WARNER DRAW,6187163.23623801,23303,3802.445135298076,0.047779203571755684
149,UT00098,EAST PARK,6178167.60687666,9572,14.506997771866374,0.4288404239830291
21,UT00187,BOWNS (LOWER),6121595.00503839,2728,1.4644327636669303,0.5075
38,UT00644,COTTONWOOD WASH DETENTION BASIN,6056916.75985123,11878,354.2821590137225,0.7112457698116611
218,UT00475,JORDAN VALLEY WATER PURIFICATION LOWER,5919524.77185562,54347,4037.3056871177714,0.12191045554793939
146,UT00533,SAND H DEBRIS,5886464.98221211,9451,36.11829473774098,0.6462685789090906
148,UT00058,BULLOCK DRAW,5658520.51097152,5404,4.077941426070348,0.7946
36,UT00644,COTTONWOOD WASH DETENTION BASIN,5093974.58176435,11878,343.63457458512005,0.7017362992339556
69,UT00158,JULIUS FLAT,4912055.31317418,12025,6.1220074376369835,0.4999819900084663
177,UT50415,SAND HOLLOW WEST,4897518.37632054,7167,161.52132102660278,0.3923
17,UT00254,RED CREEK (DUCHESNE),4888953.62717196,4095,3.181568615494679,0.6677
76,UT00286,SPECTACLE LAKE,4884252.59891901,2728,1.1684331293947736,0.5075
70,UT00289,SPINNERS,4874827.21911391,12025,5.98790843639293,0.4999151936775485
22,UT00246,PINE LAKE,4783204.80791157,2728,1.1442591016276458,0.5075
100,UT00564,DAVIS - STONE CREEK,4737291.12622036,42601,6301.031977226031,0.358682531735268
170,UT00088,DEER VALLEY,4673885.80370226,25502,1788.8975535789955,0.38355834462066696
234,UT00056,BRUSH,4608000.58265845,12025,5.049776941466067,0.49913775367242197
171,UT00156,JONES,4604383.37432669,25502,1763.1704336786156,0.38469331852414634
185,UT00238,PANGUICH LAKE,4424471.69289779,2393,5.094397638848922,0.6776
172,UT00176,LINDSAY (BENNETT) LOWER,4403669.61132953,25502,1732.1403932887063,0.38473631316832313
78,UT00285,SOUTH JUNCTION,4275926.23209802,4087,1.1046009870952014,0.297
190,UT00647,SALT LAKE CO - ROTARY GLEN PARK,4211449.08276286,36347,10684.065544216184,0.04734467420364234
74,UT00312,VERNON,4187916.18550697,4251,9.015274489898076,0.0875
48,UT00061,CALDER (ZELPH),4068635.49556672,7025,3.0678515991891357,0.47011630990524345
219,UT00865,RIVERTON CITY - 3200 WEST POND,3951198.06690449,38427,3410.663249752561,0.20259812266697444
139,UT00828,DAIRY DAM,3938147.05920343,5593,22.823041235106178,0.7235
13,UT00365,LONG PARK (DAGGETT),3909607.58105664,638,1.337834264981453,0.3939
132,UT00531,SALT LAKE CO - CREEKSIDE PARK,3906689.81355281,57653,8627.445621988727,0.6634267860793994
188,UT00645,SALT LAKE CO - SCOTT AVE,3743717.18279995,29707,9359.41436383377,0.7016459743269674
224,UT00207,MILL HOLLOW,3731355.4320974,8526,32.079707267420865,0.17443697959216256
94,UT00692,DAVIS - FARMINGTON POND,3698297.72290603,23522,1755.7716080352905,0.193500862981263
186,UT00539,SALT LAKE CO - SUGARHOUSE,3657220.54711844,37946,9584.193368720338,0.4575836864058897
162,UT00470,PROVO - SLATE CANYON #2,3359271.2102181,27737,6187.805605952782,0.5620279425580106
52,UT00234,OAKS PARK,3354089.66543323,9572,9.721521281807615,0.3507248613431515
173,UT00650,WASATCH CO - LAKE CREEK,3143537.3483852,21659,1632.8588274757446,0.39528987028800855
93,UT00152,DAVIS - BARTON CREEK,3124641.29980246,55293,5337.8739291150905,0.5950991963741097
72,UT00124,GRASS VALLEY,3030515.65335227,2916,6.308979142864263,0.1925
151,UT00034,BIG EAST,2994975.89139342,27184,2066.7089654074734,0.32955517674633855
204,UT00321,WHITE PINE,2987596.14657713,58578,2851.6928233894278,0.3383409462687897
91,UT00126,GRASSY TRAIL,2934684.05840651,4823,5.416286562484538,0.5748
152,UT00652,BOX LAKE (PAYSON),2915505.63947535,25887,2064.8092526623473,0.3297687106600186
156,UT00200,MCCLELLAN LAKE,2904476.23294574,25887,2064.4765292755037,0.32980612835822665
88,UT00196,MANTUA,2837642.62388547,16813,586.8926342739811,0.559988039892275
166,UT00244,WINWARD (PETE),2798486.30574672,25887,2061.2791384346383,0.330166319141785
231,UT00093,DRY LAKE,2789584.30024314,25887,2061.0105922036646,0.3301966221439594
233,UT00521,RED LAKE,2760158.68826669,25887,2060.122911662726,0.3302968450453195
5,UT00431,MINERSVILLE - BIG WASH DEBRIS,2755141.02929916,3368,1.738353486162978,0.3485
155,UT00197,MAPLE LAKE,2669833.52245084,25887,2057.3980782709623,0.3306050304860633
40,UT00257,REX,2613712.95877681,2800,2.940530099070916,0.3008
108,UT00142,HOLMES,2573360.83277793,32382,3457.585328289034,0.33084863807998643
130,UT00256,RED PINE,2517943.99154075,53506,3497.1601371182583,0.3472351137049585
51,UT00216,MONTES CREEK,2495427.04347403,5404,1.798386280633776,0.7946
215,UT53277,Riverton City - Black Ridge Reservoir,2494623.0127807,37511,3681.5439916540035,0.10600413136503763
217,UT00325,WIDE HOLLOW,2479029.50652786,2728,0.5930434053929882,0.5075
135,UT00746,SANDY - FLAT IRON MESA,2427319.04123444,63154,5288.181928000256,0.25836018587498133
26,UT00025,BEAVER CREEK - UPPER (BOX CREEK),2352054.87624742,1764,2.092348935684696,0.698
174,UT00618,BAKER,2332918.10885669,5601,4.248745160614239,0.19066531416972213
10,UT00319,ETNA,2293846.66446817,4087,0.5925742966456871,0.297
216,UT53509,SANTAQUIN PRESSURE IRRIGATION RESERVOIR,2238309.1796878,6360,515.6029015177173,0.5259557794597778
113,UT00832,CEDAR CITY - DRY CANYON,2200099.06080225,15544,2355.2372285779393,0.6702683386716518
220,UT00871,RIVERTON CITY - 4200 WEST POND,2174616.12488111,19677,2073.365526753973,0.039747409654054384
133,UT00519,SANDY - ALTA CANYON,2162149.46414646,40554,4089.0503509573314,0.5440625533405602
14,UT00002,ADAMS,2141429.5088547,32382,2874.0074977558115,0.3337905609505992
103,UT00737,DAVIS/WEBER CANAL - LAYTON POND,2134724.68777419,21837,2714.668924853172,0.5511473470530588
134,UT00590,SANDY - FALCON DB,2116281.66432696,37258,3963.356298382885,0.6187949377056212
140,UT00103,FAIRVIEW LAKE,2040723.4338605,4229,14.06770340988898,0.3318
125,UT00024,BEAVER CREEK - LOWER (BOX CREEK),2036083.17418494,1764,1.8112660910269422,0.6980000000000001
201,UT00638,LINDON CITY DRY CANYON DEBRIS BASIN,1986678.92084098,15969,3773.077113249483,0.0974328489503039
143,UT00340,GLENWOOD DEBRIS,1878627.23681406,2800,2.113532419402263,0.3008
96,UT00648,DAVIS - HOOPER DRAW,1832618.91910638,12306,1635.6871126196831,0.44196704355668237
33,UT00199,STARVATION CANYON,1806902.55402875,4659,0.8874357149042454,0.7308
184,UT00354,THREE CREEKS - SEVIER,1801041.73613663,5208,10.272625507815402,0.6407
19,UT00095,DUCK FORK,1628283.38882216,7444,2.932050558489614,0.5256846086451566
97,UT00170,DAVIS - PARRISH CREEK,1568097.62387448,16882,1987.030677193325,0.18712211070182042
89,UT00573,THREE MILE CREEK - PERRY,1529146.27204816,10302,617.7839247677737,0.029263107068249868
106,UT00378,HAIGHT CREEK (LOWER),1495684.33676503,18538,2104.296597288152,0.09736516114289871
83,UT00834,CEDAR CITY - STEPHENS CANYON SOUTH,1474693.51925203,15544,2596.305283036724,0.6688494975795792
82,UT00833,CEDAR CITY - STEPHENS CANYON NORTH,1470399.12949687,15544,2596.15348835583,0.668843150732619
122,UT00232,NORTHWEST,1385814.86327613,8067,9.104206764684651,0.01904278897787648
123,UT00232,NORTHWEST,1224271.06484122,8067,8.076685531802326,0.01893436027790548
181,UT00866,DEER VALLEY SNOW MAKING RESERVOIR,1181115.47641493,8479,108.82608375200533,0.3255093448201255
180,UT00505,OGDEN CITY - SULLIVAN HOLLOW,1148936.30104166,13438,1460.21622225258,0.8159590519878338
15,UT00140,HOBBS,1135669.20518904,37310,1254.689427844573,0.49065524268494765
115,UT00415,CEDAR CITY - GREENS LAKE #3,1105887.69882411,17423,969.6972838354242,0.7658439049289363
196,UT00180,SILVER SPRINGS #1,1053148.71100957,5296,415.686122967841,0.0522
221,UT53257,RH LAKE DAM/KENNECOTT DAYBREAK,1023502.69264573,48511,2093.522020293052,0.15336726199184242
137,UT00566,MOAB - TUSHER CANYON,994971.9989472,6810,114.14118025950769,0.7341833941642855
138,UT00553,MOAB - WHITE CANYON,901538.602572124,6810,103.69923550671375,0.7341837084377394
124,UT00327,WILKINSON (HARRY),883740.480625737,8067,4.142813979586169,0.029457704978032632
95,UT00461,DAVIS - HOLMES CREEK,868025.288061183,19524,1011.8177484531898,0.1323910825151084
32,UT00349,LLOYDS LAKE (MONTICELLO),866187.92097647,3855,0.5767723735433525,0.5111
206,UT00803,DAVIS - MUTTON HOLLOW,817771.702381627,25955,584.0886670050769,0.10110590790858293
144,UT00153,JOHNSON,811027.304996883,2800,0.9124322005830187,0.30079999999999996
31,UT00043,BLANDING CITY #4,800039.423544683,4659,0.39292843285245616,0.7308
198,UT00657,FIDDLER CANYON #1,777440.534372297,15544,958.2902963883112,0.6698018964077909
154,UT00744,LINDON IRRIGATION III,728535.767830136,4638,809.6769633915475,0.3429
213,UT53205, Dutch Canyon Dam - Midway Irrigation,694348.725842385,7135,129.2265200831906,0.10842334698277091
227,UT00848,FARMINGTON IRRIGATION - RESERVOIR C,682584.788861496,9750,82.93576413927899,0.03174244700865341
98,UT00171,DAVIS - RICKS CREEK,682540.654004748,12478,364.38339286989265,0.026550181015459196
230,UT00099,EAST TIMOTHY,646107.486186125,4095,0.42046442765653336,0.6677
114,UT00412,CEDAR CITY - GREENS LAKE #2,618101.565334196,17423,609.5964917768007,0.7648933841419805
191,UT00527,SALT LAKE CO - FEDERAL HEIGHTS #1A,608507.936230833,11436,1160.6269513947486,0.31540160178615856
104,UT00735,DAVIS/WEBER CANAL - SUNSET POND,596209.424320059,17186,1162.2439728553595,0.5014388160212029
99,UT00563,DAVIS - SHEPARD CREEK,508100.237765839,10816,507.4858649717251,0.06867077143385983
189,UT00530,SALT LAKE CO - SCHOOL POND #14,485372.914521559,11064,1108.6585363228778,0.1245277804724519
223,UT00443,SANTA CLARA,462714.686696474,10609,82.21051438224734,0.21090650509412712
179,UT00714,NORTH OGDEN - ORTON PARK,439211.76795563,15389,445.31451297092406,0.27130789768821373
192,UT00529,SALT LAKE CO - CHANDLER DR #13,432850.1431515,7929,944.284694513722,0.13988692861472427
101,UT00701,DEUEL CREEK,418979.990895019,9330,348.54366132311264,0.19064948130291723
195,UT00827,CENTERVILLE - BARNARD CREEK (UPPER),411198.122113516,15182,163.44328073011496,0.02759058052212688
109,UT00160,KAYSVILLE,409051.158202431,26395,435.79620055493257,0.10968236730259437
178,UT50324,ST GEORGE CITY - NAVAJO DB,401768.287088515,10528,184.54906821178028,0.14592570783504805
194,UT00169,DAVIS COUNTY - BARNARD CREEK (LOWER),382380.361523353,15182,156.0473459146746,0.02766353001970316
193,UT00818,BOUNTIFUL - NORTH CANYON (SDID #2),381682.787012567,24909,685.5499723497446,0.481720787424592
136,UT00534,SANDY - WILLOW CREEK,360285.463919877,14832,555.3997127410402,0.16372353269252687
228,UT00857,FARMINGTON IRRIGATION - RESERVOIR B,339152.386919459,9152,192.54417679728738,0.0033256452501370013
200,UT00820,VALLEYVIEW #1 (SDID #4 LOWER),337308.837895654,20704,349.48999052350285,0.35192890360756734
187,UT00528,SALT LAKE CO - SHRINERS #12,315454.547339391,7929,446.70828096237375,0.13637217179185046
126,UT00728,DRAPER PRESSURE IRRIGATION PROJECT,292534.398410235,13672,209.5572012179597,0.08421255865930628
90,UT10110,TONY GROVE LAKE DAM,276867.266958075,104,0.01566788810121162,0.0004
39,UT00117,FORSYTH,233127.523401967,5332,0.17403067243425716,0.3279667804537184
107,UT00063,HAIGHT CREEK (UPPER),230525.34995199,4207,22.52464690365654,0.0443
203,UT00817,BOUNTIFUL - OAKRIDGE (SDID #1),204503.603816229,23457,404.7564916126965,0.326713925057325
199,UT00149,IVINS BENCH,154433.193667472,9624,47.33162461986869,0.45229339866937374
102,UT00736,DAVIS/WEBER CANAL - KAYSVILLE,148200.664103373,11445,76.50905529217322,0.12406947195235865
127,UT00749,ENSIGN DOWNS (AKA VICTORY ROAD),146490.121734105,7136,252.6454671491199,0.28543138576916394
202,UT00713,UTAH COUNTY THISTLE CREEK DEBRIS,134532.790079264,1297,0.07292130919081406,0.0692
153,UT00743,LINDON IRRIGATION II,134236.51652525,7560,87.25666742139403,0.0560397691730255
116,UT00416,CEDAR CITY - GREENS LAKE #4,127116.471573912,4112,1.5346174629817015,0.4378
209,UT00580,SOUTH OGDEN CITY BURCH CREEK DEBRIS,126708.590360136,22896,181.87769260519872,0.3611771956944321
210,UT00732,SOUTH OGDEN CITY BURCH CREEK (GLASMANN),116294.458990288,12246,181.04585762288852,0.18243633485932834
222,UT50376,SANDY CITY - EAST SANDY ELEMENTARY,102328.461520882,6801,266.45869076887857,0.1239
6,UT00431,MINERSVILLE - BIG WASH DEBRIS,75019.1244293614,3368,0.047333247083174386,0.3485
232,UT00639,LINDON SQUAW HOLLOW,51140.4977327907,7560,33.613817752129464,0.06367456727089321
197,UT00560,SILVER SPRINGS #2,47633.3259139868,5296,18.801248007301368,0.0522
92,UT00776,BOUNTIFUL - EAGLE RIDGE,31562.4451386702,6042,50.378564761518675,0.17600000000000002
105,UT00336,FARMINGTON CITY - RUDD CREEK,20626.9633165237,4824,1.6629971498701095,0.0336
